,Relation Type,E1,E2,FACT
110,上下级,程心,维德,"“当这个事业可能危害人类的生命时，必须唤醒我，我将拥有最终的决定权，并可以收回赋予你的一切权力。”
 
 “我不接受这个条件。”
 
 “那就算了，我什么都不能给你。”
 
 “程心，你知道我们将从事的是什么样的事业，有时候，不得不……”
 
 “那就算了，我们各走各的路吧。”
 
 维德看着程心，他的目光里出现了一些罕见的东西：犹豫，甚至无助——这种东西以前在他的精神世界中是很难看到的，就像火中难以见到水。“让我考虑考虑。”他说，然后走到透明墙壁前，看着外面的都市森林。三个世纪前的那个夜晚，在联合国广场，在纽约灯海的背景上，程心也见过这个黑色的背影。大约两分钟后，维德转过身来，他没有走过来，只是在透明墙壁前远远地看着程心。
 
 “好吧，我接受。”"
111,亲人,我,苦根,二喜死后，我便把苦根带到村里来住了。离开城里那天，我把二喜屋里的用具给了那里的邻居，自己挑了几样轻便的带回来。我拉着苦根走时，天快黑了，邻居家的人都走过来送我，送到街口，他们说：
112,同级同伴,雷德尔,斐兹罗,"琼斯也兴奋起来，紧张地站起身：“将军，我……我已经交班了。”
 
 “我也是，将军。”雷德尔说，其实请示只是一种礼貌，斐兹罗是地球防御理事会的一名高级协调员，与北美防空中心和NMD都没什么指挥关系。
 
 斐兹罗挥挥手：“我不是你们的指挥官，随便吧，不过我提醒各位：咱们以后还可能长期共事的。”"
113,喜欢,萧炎,小医仙,闻言，小医仙俏脸徽红，赶忙找了一个借口，道：“薰儿走前说让我看着你的…”萧炎也不理会她这拙劣的借口，脸上的笑容越浓郁。
114,喜欢,萧炎,小医仙,"“保重，萧炎！”

    低头盯着山坡上的少年，小医仙微微一笑，笑容中有着许些不舍，在最后一次挥手之后，终于是不再停留，驾驭着蓝鹰，调转身形，在一声嘹亮的鹰啼声中，对着西方天空飞掠而去。"
115,喜欢,萧炎,云韵,将内甲郑重的收入纳戒之中，萧炎深深一叹，旋即站起身来，目光望向云韵消失的方向，半晌之后，喃喃道：“一路保重。”
116,亲人,韩子奇,新月,“爸爸希望我将来成为一个翻译家吗？”新月的情绪又兴奋起来，眼睛里闪烁着希望之光。“这，我倒也说不上，”韩子奇温和地看着女儿，话却说得很深沉，“事业的追求，并不一定要什么头衔和称号来满足，你爱上了一种东西，愿意用全部心血去研究它，掌握它，从中得到了乐趣，并且永远也不舍得丢弃它，这就是事业心，是比什么都重要的……”
117,对立,萧炎,加列奥,萧炎目光有些阴森的瞥着那离去的加列奥，手掌伸出，一把拉住身旁的薰儿，淡淡的道：“一条疯狗而已，它咬了你，你难道还想咬回来？”
118,对立,萧炎,白山,“这场战斗，应该便是能够让得那萧炎施展浑身解数了吧，陆牧那个家伙，可不是昨天的薛崩啊。”淡淡的望着场中二人，白山嘴角划起一抹冷笑：“我倒是要看看，你萧炎究竟凭什么本事，能与薰儿在一起！”
119,上下级,新月,楚雁潮,新月抚着瓷笔洗，双眼望着她的老师，在老师身上，她看到了自己的明天！“老师，《铸剑》的译文带来了吗？”她突然问。“哦，带来了，昨天晚上才赶出来的！”楚雁潮从提包里取出一个牛皮纸大信封，递给新月，“你是我的第一个读者……”
120,对立,少女,潘寒,潘寒脸色骤变，一手伸进胸前的外衣里，但那少女闪电般冲过来，旁人还没明白怎么回事，她已经用一条看上去如春藤般柔软的玉臂夹住了潘寒的脖颈，另一只手放在他的头顶上，以她不可能具有的力量和极其精巧的受力角度，熟练地将潘寒的头颅扭转了一百八十度，寂静中，颈椎折断的咔嚓声清晰可闻。少女两手同时快速松开，好像那个头颅发烫似的。潘寒倒在地上，那支杀死申玉菲的手枪滑到了桌子下面。
121,上下级,针眼,空灵大师,针眼自五岁起就跟大画师学画，现已学了十年，深得空灵画师的真传。
122,同级同伴,AA,程心,AA对程心很关心，但她要忙公司的事务，能陪程心的时间也不多，支撑着程心生活的是弗雷斯。
123,喜欢,萧炎,薰儿,萧炎脸色阴晴不定，握着薰儿手臂的手掌微微颤抖着。
124,喜欢,萧炎,云韵,被萧炎强行搂住。云韵如雪般白皙的脸颊上浮现一抹澹澹的绯红，轻轻挣扎了一下，可却是被萧炎搂得更紧。
125,喜欢,萧炎,美杜莎,"而在其疑惑时，萧炎微笑声在耳边响起：“服下它，会令得你加快恢复伤势，打起来也省事，”

    略微怔了怔，旋即美杜莎那冷艳的俏脸上涌现一抹不可察觉的笑容，迅的将丹药送进嘴中，眼神再度回复凌厉，身形暴射而出，迎上了雁落天。"
126,喜欢,萧炎,彩鳞,"听得这句曾经印入灵魂深处的话语，萧炎也是愣了下来，转过头，却是见到彩鳞那张妖娆脸颊，唇角突然掀起了许些弧度，这丝弧度,就如同那画龙点睛一般,令得那原本柔顺的女子，陡然掀起冷傲与倔强。"
127,喜欢,萧炎,小医仙,"被这般盯着，萧炎也是有些尴尬，旋即硬着头皮道：“的确是封印需要。”

    瞧得萧炎那副尴尬模样，小医仙脸颊上的绯红反而是略微减弱，贝齿咬了咬红唇，然后犹如美人鱼般的挺直身子，纤手带着一丝颤抖的轻解衣衫。”"
128,上下级,萧炎,药老,"脚步轻轻的踏在一处深灰色雾气上，萧炎心头突然一动，抬起头来望着面前不远处的雾气，只见得那里，此刻突然泛起了一阵阵波动，旋即一道苍老的身影缓步走近，而当萧炎看见那苍老身影的脸庞时，心头却是猛的一震。“老师？”

    萧炎目光怔怔的望着那面前含笑的老者，那张熟悉的面庞，赫然便是那被魂殿擒获的药老！"
129,上下级,楚雁潮,韩新月,噢？”楚雁潮感到很吃惊，他没有想到在别人都去看电影的时候，这个独自在宿舍复习英语的同学不是罗秀竹，也不是郑晓京，而会是韩新月。如果说，他第一次见到新月的时候，感到的只是她的自信，那么，现在则似乎找到了她自信的原因了，“你这么刻苦啊？”“老师，我怕万一考不好……”新月说，又显出不那么自信。其实她心里想的是：我不能当第二名！
130,喜欢,萧炎,小医仙,望着那一身炼药师袍服。看上去居然显得透着一分洒脱俊逸的萧炎，小医仙明眸中也是掠过一抹笑意，她也是次见到萧炎这般郑重的穿着，不过不得不说…现在的萧炎，外表倒是显得颇为不错。
131,喜欢,萧炎,薰儿,听得萧炎的柔声，薰儿也是微微一怔，旋即嫣然一笑，她在古族，的确为萧炎拖延了很多的时间，不过所幸，现在的她，终于拖到萧炎成长起来，现在的他，已经拥有着与她一起背负这些的能力！
132,对立,萧炎,萧宁,被心仪的女孩如此无视，萧宁心头的嫉妒火焰，又是毫无预兆的汹涌而出，抬起头恶狠狠的盯着场中的萧炎，咬牙切齿的模样将那张略微稚嫩的小脸，衬托得有些凶狠。
133,喜欢,萧炎,薰儿,"望着那狼狈离去的萧炎，薰儿掩嘴轻声娇笑，上下打量了一下自己，然后将目光投向小路之旁的小水谭。

    里面，少女亭亭玉立，明眸皓齿，眼波流转间，暗含着魅惑与一抹难以察觉的莫名韵味。"
134,同级同伴,雨村,冷子兴,原来周瑞家的女婿便是雨村的好友冷子兴，近日因卖古董，和人打官司，故叫女人来讨情。
135,上下级,萧炎,药老,"“鬼扯，你当天阶功法是地上的野薯啊？亏你开得了口！”闻言，药老脸庞一抖，哭笑不得的骂道。

    “老头，既然入了你的门下，你总不能还让我去族中找功法吧？我们家族中最顶尖的火属性功法，我记得也不过才黄阶高级，这也太寒碜人了吧？”萧炎一张小脸，很是郁闷。"
136,同级同伴,希恩斯,山衫惠子,希恩斯博士和山杉惠子博士以自己过人的才华，为人类开启了一扇通向黑暗的大门
137,喜欢,萧炎,云韵,萧炎拳头紧握，眼中涌现一缕怒火，他知道云韵的意思，她的确不恨自己毁掉云岚宗，可因为她那特殊的身份，却不可能留在他身旁。
138,上下级,韩子奇,蒲绶昌,韩子奇却出人意外地平静，一双清澈的眼睛望着蒲绶昌说：“师傅，您对我的恩典，我一辈子也忘不了！三年的饭钱，我用宝船、用三年干的活儿还清了；我本来就是只答应为您做一件宝船，求您给我一碗饭吃，并没有卖给您终身为奴啊！您要留我，也行，可有两条：第一，您把宝船拿出来，指出我哪儿做得有差错；第二，您把咱们的师徒契约拿出来，重订还是再续日子，都可以商量。我以后的月薪多少，您也说个数！
139,对立,萧炎,白程,听的周围的哄笑，白程的脸色微微难看了许多，眼神阴冷的望着萧炎道：“看来你不仅在靠女人这点上很出色，嘴巴也是很能说当初约定的却是说不随便找你磐门的麻烦，黑，但是却并不包括受人之托给你们这群嚣张的新生一些教训
140,上下级,冰沙王子,小动物们,冰沙王子自封为皇帝，小动物们为臣民，臣民们都是奴隶，稍有不从就砍头，往往游戏结束时小动物们都被杀了，冰沙王子就站在一地鲜血中狂笑不已……
141,喜欢,萧炎,云韵,“对不起。”“看着萧炎脸庞上的狰狞暴怒，云韵贝齿紧咬着红唇，缓缓的摇了摇头，她知道这般举动对萧炎伤害不小，可她是云岚宗的宗主，那从小便是被灌输的理念令得她不可能将之抛弃。
142,喜欢,萧炎,云韵,“你可以把我当成是云韵的伴侣，萧炎瞥了锦袍女子一眼，漫不经心的道。
143,对立,萧炎,云山,"萧炎握着萧厉手掌，轻轻地声音中压抑着仇恨：“二哥，这血仇，我会报。”

    “自然是要报，云岚宗将我萧家逼成这样，若是不杀了那云山老狗，怎对得起几位长老的拼死相护？”萧厉脸庞浮现一抹阴毒，森然笑道：“只要我们三兄弟还活着，就要云岚宗鸡犬不宁！”"
144,喜欢,萧炎,云韵,"“你……萧炎！你，你怎么来了？，

    云韵脸颊羞红，也是有些惊愕的盯着身旁那脸庞上挂着一抹戏涛笑容的青年，片刻后，终于是忍不住的失声叫起来。"
145,亲人,家珍,陈老板,"家珍她们嘻嘻说着话走过去后，我问一个坐在地上的鞋匠：
 “那是谁家的女儿？”
 鞋匠说：“是陈记米行的千金。”
 我回家后马上对我娘说：
 “快去找个媒人，我要把城里米行陈老板的女儿娶过来。”"
146,亲人,凤霞,家珍,第二天傍晚，我还和往常一样对家珍说进城去看有庆，家珍让我别去了，她要我背着她去村里走走。我让凤霞把她娘抱起来，抱到我背脊上。家珍的身体越来越轻了，瘦得身上全是骨头。一出家门，家珍就说：
147,同级同伴,章北海,吴岳,当然，吴岳自己在章北海的眼中肯定是全透明的，从舰上的水兵到他这个舰长，章北海总是能轻易地看到他们内心深处，他肯定是最称职的政委。
148,对立,萧炎,加列奥,听着萧炎这指桑骂愧的话，加列奥脸庞上涌上冷意，不过当他目光扫到萧炎手上的手链时，却是有些愕然的失笑。
149,喜欢,萧炎,云韵,明眸紧紧的盯着萧炎那有些失去理智的脸庞，云韵唇角浮现一抹凄然，声音嘶哑的道：“一定要弄到这般地步，你才备意么，血债，云岚宗如今也是已经付出了，你难道就不能网开一面吗？”
150,喜欢,萧炎,彩鳞,"“娘，爹爹会出现么？”萧潇将小脸靠在彩鳞香肩上，小小的身体,轻轻的颤抖着。

    “萧潇乖，爹一定会出现的，他还要来保护萧潇呢。”彩鳞拍着萧潇的后背，轻声道"
